latitude,longitude,vpd,tmmx,pr,vs,tmmx_C
34.80073410679026,-118.99084253447182,0.8575275,287.07446,1.9354396,3.4747252,13.924469
34.80073410679026,-118.95490992310704,0.8575275,287.07446,1.9354396,3.4747252,13.924469
34.80073410679026,-118.91897731174227,0.9497253,288.09946,1.9203297,3.5392857,14.949463
34.80073410679026,-118.88304470037748,1.050989,289.9967,1.7582418,3.5804944,16.84671
34.80073410679026,-118.8471120890127,1.0163461,290.37033,1.6480769,3.6159341,17.220337
34.80073410679026,-118.81117947764793,0.94956046,289.5077,1.767033,3.6543956,16.357697
34.80073410679026,-118.77524686628314,1.0636264,291.0261,1.6585165,3.7648351,17.876099
34.80073410679026,-118.73931425491836,1.2272803,292.9684,1.598901,3.878022,19.81842
34.80073410679026,-118.70338164355358,1.2706869,293.76675,1.3656594,3.9906592,20.61676
34.80073410679026,-118.6674490321888,1.2706869,293.76675,1.3656594,3.9906592,20.61676
34.80073410679026,-118.63151642082401,1.3357692,294.5816,1.4107143,4.1906595,21.43161
34.80073410679026,-118.59558380945924,1.374423,294.92252,1.3876374,4.38956,21.772522
34.80073410679026,-118.55965119809446,1.4115934,295.21072,1.3826923,4.5865383,22.06073
34.80073410679026,-118.52371858672967,1.4271978,295.29037,1.2769231,4.670055,22.14038
34.80073410679026,-118.4877859753649,1.4543681,295.62994,1.2071428,4.7425823,22.47995
34.80073410679026,-118.45185336400012,1.4871154,295.98077,1.117033,4.8175826,22.83078
34.80073410679026,-118.41592075263533,1.4871154,295.98077,1.117033,4.8175826,22.83078
34.80073410679026,-118.37998814127054,1.5246978,296.33325,1.125,4.816209,23.183258
34.80073410679026,-118.34405552990577,1.571978,296.7283,1.0815934,4.814011,23.578308
34.80073410679026,-118.30812291854099,1.6011813,296.95798,1.0211538,4.813462,23.807983
34.80073410679026,-118.2721903071762,1.5964835,297.10825,0.9615385,4.742857,23.958252
34.80073410679026,-118.23625769581143,1.6191208,297.35797,0.8947802,4.6697803,24.207977
34.80073410679026,-118.20032508444665,1.6333241,297.4827,0.84313184,4.6024723,24.332703
34.80073410679026,-118.16439247308186,1.6333241,297.4827,0.84313184,4.6024723,24.332703
34.80073410679026,-118.12845986171709,1.6309066,297.47363,0.79835165,4.475549,24.323639
34.80073410679026,-118.0925272503523,1.6160989,297.3621,0.73598903,4.3489013,24.212097
34.80073410679026,-118.05659463898752,1.6037912,297.23297,0.6706044,4.220879,24.082977
34.80073410679026,-118.02066202762275,1.6013461,297.15082,0.6403846,4.1293955,24.000824
34.80073410679026,-117.98472941625796,1.6096429,297.19067,0.6510989,4.04011,24.04068
34.80073410679026,-117.94879680489318,1.6166209,297.2176,0.62197804,3.9467032,24.067596
34.80073410679026,-117.9128641935284,1.6166209,297.2176,0.62197804,3.9467032,24.067596
34.80073410679026,-117.87693158216362,1.6325824,297.32007,0.63214284,3.9186814,24.170074
34.80073410679026,-117.84099897079884,1.6448901,297.41592,0.6137363,3.892857,24.26593
34.80073410679026,-117.80506635943405,1.6487362,297.4684,0.56730765,3.8648353,24.31842
34.80073410679026,-117.76913374806928,1.6361814,297.2717,0.5799451,3.860989,24.121704
34.80073410679026,-117.7332011367045,1.619533,296.9684,0.60906595,3.8648353,23.81842
34.80073410679026,-117.69726852533971,1.6316758,296.85522,0.6370879,3.86511,23.70523
34.80073410679026,-117.66133591397494,1.608599,296.4698,0.7414835,3.8815935,23.319794
34.80073410679026,-117.62540330261015,1.608599,296.4698,0.7414835,3.8815935,23.319794
34.80073410679026,-117.58947069124537,1.5729395,296.0956,0.7519231,3.896154,22.945618
34.80073410679026,-117.5535380798806,1.5935165,296.34012,0.7631868,3.9123626,23.190125
34.80073410679026,-117.51760546851581,1.6445329,297.0574,0.61538464,3.8881867,23.90741
34.76480149542548,-118.99084253447182,0.7397253,285.3662,3.599176,3.564011,12.216217
34.76480149542548,-118.95490992310704,0.7397253,285.3662,3.599176,3.564011,12.216217
34.76480149542548,-118.91897731174227,0.84351647,286.30878,2.6513736,3.635989,13.158783
34.76480149542548,-118.88304470037748,1.0788461,289.7967,1.9318682,3.6585164,16.646698
34.76480149542548,-118.8471120890127,1.0807967,291.1772,1.7708791,3.6807692,18.027191
34.76480149542548,-118.81117947764793,1.0473901,291.58435,1.6494505,3.7002747,18.434357
34.76480149542548,-118.77524686628314,1.134066,291.70413,1.6656593,3.7771978,18.554138
34.76480149542548,-118.73931425491836,1.1956044,292.3695,1.6315933,3.8563187,19.219513
34.76480149542548,-118.70338164355358,1.2311813,293.27444,1.5969781,3.9387362,20.12445
34.76480149542548,-118.6674490321888,1.2311813,293.27444,1.5969781,3.9387362,20.12445
34.76480149542548,-118.63151642082401,1.2646704,293.8008,1.745055,4.0914836,20.650818
34.76480149542548,-118.59558380945924,1.322555,294.2986,1.6387362,4.253297,21.14862
34.76480149542548,-118.55965119809446,1.3702748,294.8849,1.4662088,4.4145603,21.734894
34.76480149542548,-118.52371858672967,1.388434,295.0937,1.4629121,4.468956,21.943695
34.76480149542548,-118.4877859753649,1.4177747,295.30933,1.443956,4.5214286,22.159332
34.76480149542548,-118.45185336400012,1.4638736,295.66345,1.332967,4.5744505,22.513458
34.76480149542548,-118.41592075263533,1.4638736,295.66345,1.332967,4.5744505,22.513458
34.76480149542548,-118.37998814127054,1.5010989,296.02087,1.289011,4.58489,22.87088
34.76480149542548,-118.34405552990577,1.5346704,296.42554,1.2412088,4.5945053,23.275543
34.76480149542548,-118.30812291854099,1.5775824,296.86237,1.1582417,4.5994506,23.712372
34.76480149542548,-118.2721903071762,1.5834615,297.07693,1.05,4.567033,23.92694
34.76480149542548,-118.23625769581143,1.59,297.15906,0.9461538,4.5332417,24.009064
34.76480149542548,-118.20032508444665,1.6037637,297.22995,0.8964286,4.496978,24.079956
34.76480149542548,-118.16439247308186,1.6037637,297.22995,0.8964286,4.496978,24.079956
34.76480149542548,-118.12845986171709,1.5985165,297.25082,0.8145605,4.412088,24.10083
34.76480149542548,-118.0925272503523,1.5834341,297.21896,0.67994505,4.327198,24.06897
34.76480149542548,-118.05659463898752,1.5598077,297.03543,0.6203297,4.238187,23.885437
34.76480149542548,-118.02066202762275,1.5421703,296.91125,0.65384614,4.1892858,23.761261
34.76480149542548,-117.98472941625796,1.5601923,296.99176,0.6510989,4.1486263,23.841766
34.76480149542548,-117.94879680489318,1.5909066,297.20303,0.6326923,4.103022,24.05304
34.76480149542548,-117.9128641935284,1.5909066,297.20303,0.6326923,4.103022,24.05304
34.76480149542548,-117.87693158216362,1.6375275,297.5283,0.63681316,4.090659,24.378296
34.76480149542548,-117.84099897079884,1.6426374,297.41922,0.6274725,4.082967,24.269226
34.76480149542548,-117.80506635943405,1.6237363,296.9514,0.71895605,4.073901,23.801392
34.76480149542548,-117.76913374806928,1.6259066,296.8434,0.7217033,4.0656595,23.69342
34.76480149542548,-117.7332011367045,1.630055,296.8448,0.6747253,4.058242,23.694794
34.76480149542548,-117.69726852533971,1.6074725,296.64313,0.65384614,4.047802,23.493134
34.76480149542548,-117.66133591397494,1.5962088,296.58105,0.685989,4.0631866,23.43106
34.76480149542548,-117.62540330261015,1.5962088,296.58105,0.685989,4.0631866,23.43106
34.76480149542548,-117.58947069124537,1.5773901,296.425,0.7626374,4.0796704,23.274994
34.76480149542548,-117.5535380798806,1.5618132,296.38022,0.75961536,4.099176,23.230225
34.76480149542548,-117.51760546851581,1.5971154,296.68652,0.682967,4.066758,23.53653
34.7288688840607,-118.99084253447182,0.8659066,287.50522,3.056868,3.654121,14.355225
34.7288688840607,-118.95490992310704,0.8659066,287.50522,3.056868,3.654121,14.355225
34.7288688840607,-118.91897731174227,1.0218132,289.50137,2.1964285,3.7335165,16.35138
34.7288688840607,-118.88304470037748,1.1148901,291.4761,1.7763736,3.74011,18.32611
34.7288688840607,-118.8471120890127,1.1058791,292.36703,1.7228022,3.7423077,19.217041
34.7288688840607,-118.81117947764793,1.1398077,292.7206,1.6478022,3.7445054,19.570618
34.7288688840607,-118.77524686628314,1.0872253,291.87308,1.7206044,3.7912087,18.723083
34.7288688840607,-118.73931425491836,1.0666208,290.78653,1.7315934,3.8387363,17.636536
34.7288688840607,-118.70338164355358,1.0027473,289.76758,2.1392858,3.8807693,16.617584
34.7288688840607,-118.6674490321888,1.0027473,289.76758,2.1392858,3.8807693,16.617584
34.7288688840607,-118.63151642082401,1.0503846,290.54422,2.5640109,3.993956,17.394226
34.7288688840607,-118.59558380945924,1.1602472,292.12775,2.4082417,4.1126375,18.977753
34.7288688840607,-118.55965119809446,1.211511,292.15027,2.48489,4.2285714,19.000275
34.7288688840607,-118.52371858672967,1.2526923,292.8489,2.1684065,4.2642856,19.698914
34.7288688840607,-118.4877859753649,1.3226099,293.9816,1.7538462,4.299725,20.831604
34.7288688840607,-118.45185336400012,1.3854395,294.7772,1.5065935,4.329396,21.627197
34.7288688840607,-118.41592075263533,1.3854395,294.7772,1.5065935,4.329396,21.627197
34.7288688840607,-118.37998814127054,1.4433516,295.29807,1.4865384,4.351099,22.148071
34.7288688840607,-118.34405552990577,1.5,296.05795,1.3483516,4.3695054,22.907959
34.7288688840607,-118.30812291854099,1.5737913,296.8978,1.2296703,4.3873625,23.747803
34.7288688840607,-118.2721903071762,1.6111813,297.2901,1.1134615,4.3887362,24.140106
34.7288688840607,-118.23625769581143,1.6228846,297.42883,1.0362637,4.3934064,24.27884
34.7288688840607,-118.20032508444665,1.6188462,297.40906,1.0057693,4.3956046,24.259064
34.7288688840607,-118.16439247308186,1.6188462,297.40906,1.0057693,4.3956046,24.259064
34.7288688840607,-118.12845986171709,1.5973626,297.34177,0.8489011,4.3497252,24.191772
34.7288688840607,-118.0925272503523,1.5652747,297.19232,0.7585165,4.2994504,24.042328
34.7288688840607,-118.05659463898752,1.5324451,296.9393,0.689011,4.253846,23.789307
34.7288688840607,-118.02066202762275,1.5057967,296.72665,0.7046703,4.2535715,23.57666
34.7288688840607,-117.98472941625796,1.5368681,296.9,0.6656593,4.253297,23.75
